query,ref_match,ref_match_id
Subcutis,panniculitis,EFO:1000746
parapsoriasis,parapsoriasis,EFO:1000747
parapsoriasis,parapsoriasis,EFO:1000747
Parapsoriasis,parapsoriasis,EFO:1000747
pelvic lipomatosis,pelvic lipomatosis,EFO:1000748
pelvic lipomatosis,pelvic lipomatosis,EFO:1000748
Pelvic Lipomatosis,pelvic lipomatosis,EFO:1000748
pemphigus,pemphigus,EFO:1000749
pemphigus,pemphigus,EFO:1000749
Pemphigus,pemphigus,EFO:1000749
perinatal jaundice due to hepatocellular damage,perinatal jaundice due to hepatocellular damage,EFO:1000750
perinatal jaundice due to hepatocellular damage,perinatal jaundice due to hepatocellular damage,EFO:1000750
photoallergic dermatitis,obsolete_photoallergic dermatitis,EFO:1000751
photosensitivity disease,photosensitivity disease,EFO:1000752
photosensitivity disease,photosensitivity disease,EFO:1000752
photoallergic dermatitis,phototoxic dermatitis,EFO:1000753
phototoxic dermatitis,phototoxic dermatitis,EFO:1000753
phototoxic dermatitis,phototoxic dermatitis,EFO:1000753
Photosensitive Dermatitis,phototoxic dermatitis,EFO:1000753
physical urticaria,physical urticaria,EFO:1000754
physical urticaria,physical urticaria,EFO:1000754
pigmentation disease,pigmentation disease,EFO:1000755
pityriasis rosea,pityriasis rosea,EFO:1000756
pityriasis rosea,pityriasis rosea,EFO:1000756
Pityriasis Rosea,pityriasis rosea,EFO:1000756
porokeratosis,porokeratosis,EFO:1000757
Porokeratose,porokeratosis,EFO:1000757
porokeratosis,porokeratosis,EFO:1000757
Porokeratosis,porokeratosis,EFO:1000757
punctate palmoplantar keratoderma type III,punctate palmoplantar keratoderma type III,EFO:1000758
punctate palmoplantar keratoderma type III,punctate palmoplantar keratoderma type III,EFO:1000758
reactive cutaneous fibrous lesion,reactive cutaneous fibrous lesion,EFO:1000759
reactive cutaneous fibrous lesion,reactive cutaneous fibrous lesion,EFO:1000759
Reactive Cutaneous Fibrous Lesion,reactive cutaneous fibrous lesion,EFO:1000759
rosacea,rosacea,EFO:1000760
rosacea,rosacea,EFO:1000760
Rosacea,rosacea,EFO:1000760
scalp dermatosis,scalp dermatosis,EFO:1000761
scalp dermatosis,scalp dermatosis,EFO:1000761
scleredema adultorum,scleredema adultorum,EFO:1000762
scleredema adultorum,scleredema adultorum,EFO:1000762
Scleredema Adultorum,scleredema adultorum,EFO:1000762
sebaceous gland disease,sebaceous gland disease,EFO:1000763
sebaceous gland disorder,sebaceous gland disease,EFO:1000763
seborrheic dermatitis,seborrheic dermatitis,EFO:1000764
Dermatite séborrhéique,seborrheic dermatitis,EFO:1000764
seborrheic dermatitis,seborrheic dermatitis,EFO:1000764
Seborrheic Dermatitis,seborrheic dermatitis,EFO:1000764
seborrheic infantile dermatitis,seborrheic infantile dermatitis,EFO:1000765
seborrheic infantile dermatitis,seborrheic infantile dermatitis,EFO:1000765
skin atrophy,skin atrophy,EFO:1000766
skin atrophy,skin atrophy,EFO:1000766
Skin Atrophy,skin atrophy,EFO:1000766
skin sarcoidosis,skin sarcoidosis,EFO:1000767
skin sarcoidosis,skin sarcoidosis,EFO:1000767
Cutaneous Sarcoidosis,skin sarcoidosis,EFO:1000767
spongiotic dermatitis,spongiotic dermatitis,EFO:1000768
steroid lipomatosis,steroid lipomatosis,EFO:1000769
steroid lipomatosis,steroid lipomatosis,EFO:1000769
Steroid Lipomatosis,steroid lipomatosis,EFO:1000769
stromal corneal pigmentation,stromal corneal pigmentation,EFO:1000770
stromal corneal pigmentation,stromal corneal pigmentation,EFO:1000770
subcorneal pustular dermatosis,subcorneal pustular dermatosis,EFO:1000771
subcorneal pustular dermatosis,subcorneal pustular dermatosis,EFO:1000771
sweat gland disease,sweat gland disease,EFO:1000772
sweat gland disorder,sweat gland disease,EFO:1000772
toxicodendron dermatitis,toxicodendron dermatitis,EFO:1000773
toxicodendron dermatitis,toxicodendron dermatitis,EFO:1000773
vesiculobullous skin disease,vesiculobullous skin disease,EFO:1000774
vesiculobullous skin disease,vesiculobullous skin disease,EFO:1000774
vibratory urticaria,vibratory urticaria,EFO:1000775
vibratory urticaria,vibratory urticaria,EFO:1000775
viral exanthem,viral exanthem,EFO:1000776
viral exanthem,viral exanthem,EFO:1000776
vulva fibroepithelial polyp,vulva fibroepithelial polyp,EFO:1000777
vulva fibroepithelial polyp,vulva fibroepithelial polyp,EFO:1000777
Vulvar Fibroepithelial Stromal Polyp,vulva fibroepithelial polyp,EFO:1000777
vulvar inverted follicular keratosis,vulvar inverted follicular keratosis,EFO:1000778
vulvar inverted follicular keratosis,vulvar inverted follicular keratosis,EFO:1000778
Vulvar Inverted Follicular Keratosis,vulvar inverted follicular keratosis,EFO:1000778
vulvar seborrheic keratosis,vulvar seborrheic keratosis,EFO:1000779
vulvar seborrheic keratosis,vulvar seborrheic keratosis,EFO:1000779
Vulvar Seborrheic Keratosis,vulvar seborrheic keratosis,EFO:1000779
autoimmune pancreatitis type 1,autoimmune pancreatitis type 1,EFO:1000780
overactive bladder syndrome,overactive bladder,EFO:1000781
Nucení na močení,overactive bladder,EFO:1000781
overactive bladder,overactive bladder,EFO:1000781
altitude sickness,altitude sickness,EFO:1000782
diabetic autonomic neuropathy,diabetic neuropathy,EFO:1000783
diabetic polyneuropathy,diabetic neuropathy,EFO:1000783
diabetic neuropathy,diabetic neuropathy,EFO:1000783
diabetic neuropathy,diabetic neuropathy,EFO:1000783
Diabetic Neuropathy,diabetic neuropathy,EFO:1000783
microscopic polyangiitis,microscopic polyangiitis,EFO:1000784
Microscopic Polyarteritis,microscopic polyangiitis,EFO:1000784
Sezary's disease,Sezary's disease,EFO:1000785
Sezary's disease,Sezary's disease,EFO:1000785
Sezary syndrome,Sezary's disease,EFO:1000785
Sezary Syndrome,Sezary's disease,EFO:1000785
"osteoarthritis, hip","osteoarthritis, hip",EFO:1000786
Hip Osteoarthritis,"osteoarthritis, hip",EFO:1000786
"osteoarthritis, spine","osteoarthritis, spine",EFO:1000787
"osteoarthritis, toe","osteoarthritis, toe",EFO:1000788
"osteoarthritis, hand","osteoarthritis, hand",EFO:1000789
acalculous cholecystitis,acalculous cholecystitis,EFO:1000790
acalculous cholecystitis,acalculous cholecystitis,EFO:1000790
Acalculous Cholecystitis,acalculous cholecystitis,EFO:1000790
acidophil adenoma,acidophil adenoma,EFO:1000791
acidophil adenoma,acidophil adenoma,EFO:1000791
pituitary gland acidophil adenoma,acidophil adenoma,EFO:1000791
Pituitary Gland Acidophil Adenoma,acidophil adenoma,EFO:1000791
Acinetobacter infectious disease,Acinetobacter infectious disease,EFO:1000792
Acinetobacter infectious disease,Acinetobacter infectious disease,EFO:1000792
obsolete Actinobacillus infectious disease,Actinobacillus infectious disease,EFO:1000793
Actinobacillus infectious disease,Actinobacillus infectious disease,EFO:1000793
acute kidney tubular necrosis,acute kidney tubular necrosis,EFO:1000794
Acute tubulaire necrose,acute kidney tubular necrosis,EFO:1000794
acute kidney tubular necrosis,acute kidney tubular necrosis,EFO:1000794
Acute Tubular Necrosis,acute kidney tubular necrosis,EFO:1000794
acute retinal necrosis syndrome,acute retinal necrosis syndrome,EFO:1000795
acute retinal necrosis syndrome,acute retinal necrosis syndrome,EFO:1000795
adrenocortical carcinoma,adrenal cortex carcinoma,EFO:1000796
adrenal cortical adenocarcinoma,adrenal cortex carcinoma,EFO:1000796
adrenal cortex cancer,adrenal cortex carcinoma,EFO:1000796
adrenal cortex carcinoma,adrenal cortex carcinoma,EFO:1000796
Adenokortikal karsinom,adrenal cortex carcinoma,EFO:1000796
adrenal cortex carcinoma,adrenal cortex carcinoma,EFO:1000796
Adrenal Cortical Neoplasm,adrenal cortex carcinoma,EFO:1000796
Adrenal Cortical Carcinoma,adrenal cortex carcinoma,EFO:1000796
adrenal gland hyperfunction,adrenal gland hyperfunction,EFO:1000797
Artmış dolaşım kortizol seviyesi,adrenal gland hyperfunction,EFO:1000797
adrenal gland hyperfunction,adrenal gland hyperfunction,EFO:1000797
adrenal rest tumor,adrenal rest tumor,EFO:1000798
afferent loop syndrome,afferent loop syndrome,EFO:1000799
afferent loop syndrome,afferent loop syndrome,EFO:1000799
obsolete alcohol withdrawal delirium,alcohol withdrawal delirium,EFO:1000800
alcohol withdrawal delirium,alcohol withdrawal delirium,EFO:1000800
alcoholic cardiomyopathy,alcoholic cardiomyopathy,EFO:1000801
alcoholic cardiomyopathy,alcoholic cardiomyopathy,EFO:1000801
Alcoholic Cardiomyopathy,alcoholic cardiomyopathy,EFO:1000801
alcoholic liver cirrhosis,alcoholic liver cirrhosis,EFO:1000802
alcoholic liver cirrhosis,alcoholic liver cirrhosis,EFO:1000802
Alcoholic Cirrhosis,alcoholic liver cirrhosis,EFO:1000802
alcoholic neuropathy,alcoholic neuropathy,EFO:1000803
alcoholic polyneuropathy,alcoholic neuropathy,EFO:1000803
Alcoholic Polyneuropathy,alcoholic neuropathy,EFO:1000803
anal gland neoplasm,anal gland neoplasm,EFO:1000804
angioid streaks,angioid streaks,EFO:1000805
angioid streaks,angioid streaks,EFO:1000805
angiomyoma,angiomyoma,EFO:1000806
anterior cerebral artery infarction,anterior cerebral artery infarction,EFO:1000807
anterior cerebral artery infarction,anterior cerebral artery infarction,EFO:1000807
anterior compartment syndrome,anterior compartment syndrome,EFO:1000808
anterior compartment of tibia syndrome,anterior compartment syndrome,EFO:1000808
anterior ischemic optic neuropathy,anterior ischemic optic neuropathy,EFO:1000809
anterior ischemic optic neuropathy,anterior ischemic optic neuropathy,EFO:1000809
anterior spinal artery syndrome,anterior spinal artery syndrome,EFO:1000810
anterior spinal artery syndrome,anterior spinal artery syndrome,EFO:1000810
anterior uveitis,anterior uveitis,EFO:1000811
Anterieure uveïtis,anterior uveitis,EFO:1000811
anterior uveitis,anterior uveitis,EFO:1000811
Anterior Uveitis,anterior uveitis,EFO:1000811
anterolateral myocardial infarction,anterolateral myocardial infarction,EFO:1000812
anterolateral myocardial infarction,anterolateral myocardial infarction,EFO:1000812
anthracosilicosis,anthracosilicosis,EFO:1000813
anthracosilicosis,anthracosilicosis,EFO:1000813
Anthracosilicosis,anthracosilicosis,EFO:1000813
anthracosis,anthracosis,EFO:1000814
anthracosis,anthracosis,EFO:1000814
Anthracosis,anthracosis,EFO:1000814
aortic valve prolapse,aortic valve prolapse,EFO:1000815
aortic valve prolapse,aortic valve prolapse,EFO:1000815
aortitis,aortitis,EFO:1000816
aortitis,aortitis,EFO:1000816
Aortitis,aortitis,EFO:1000816
apparent mineralocorticoid excess syndrome,apparent mineralocorticoid excess syndrome,EFO:1000817
arcus senilis,arcus senilis,EFO:1000818
arcus senilis,arcus senilis,EFO:1000818
arteriolosclerosis,arteriolosclerosis,EFO:1000819
arteriolosclerosis,arteriolosclerosis,EFO:1000819
Arteriolosclerosis,arteriolosclerosis,EFO:1000819
arteriosclerosis obliterans,arteriosclerosis obliterans,EFO:1000820
arteriosclerosis obliterans,arteriosclerosis obliterans,EFO:1000820
arthus reaction,arthus reaction,EFO:1000821
arthus reaction,arthus reaction,EFO:1000821
Arthus Reaction,arthus reaction,EFO:1000821
obsolete ascorbic acid deficiency,ascorbic acid deficiency,EFO:1000822
aseptic meningitis,aseptic meningitis,EFO:1000823
aseptic meningitis,aseptic meningitis,EFO:1000823
Aseptic Meningitis,aseptic meningitis,EFO:1000823
asphyxia neonatorum,asphyxia neonatorum,EFO:1000824
perinatal asphyxia,asphyxia neonatorum,EFO:1000824
Perinatal Depression,asphyxia neonatorum,EFO:1000824
atrial heart septal defect,atrial heart septal defect,EFO:1000825
atrial septal defect,atrial heart septal defect,EFO:1000825
Atrial Septal Defect,atrial heart septal defect,EFO:1000825
atrophic gastritis,atrophic gastritis,EFO:1000826
chronic atrophic gastritis,atrophic gastritis,EFO:1000826
Chronic Atrophic Gastritis,atrophic gastritis,EFO:1000826
obsolete atrophy of thyroid,atrophy of thyroid,EFO:1000827
atrophy of thyroid,atrophy of thyroid,EFO:1000827
Thyroid Gland Atrophy,atrophy of thyroid,EFO:1000827
acute biphenotypic leukemia,B- and T-cell mixed leukemia,EFO:1000828
B- and T-cell mixed leukemia,B- and T-cell mixed leukemia,EFO:1000828
acute biphenotypic leukemia,B- and T-cell mixed leukemia,EFO:1000828
Acute Biphenotypic Leukemia,B- and T-cell mixed leukemia,EFO:1000828
bacterial conjunctivitis,bacterial conjunctivitis,EFO:1000829
bacterial conjunctivitis,bacterial conjunctivitis,EFO:1000829
Bacterial Conjunctivitis,bacterial conjunctivitis,EFO:1000829
obsolete bacterial endocarditis,bacterial endocarditis,EFO:1000830
Bacterial endocarditis,bacterial endocarditis,EFO:1000830
bacterial endocarditis,bacterial endocarditis,EFO:1000830
Bacterial Endocarditis,bacterial endocarditis,EFO:1000830
bacterial meningitis,bacterial meningitis,EFO:1000831
bacterial meningitis,bacterial meningitis,EFO:1000831
Bacterial Meningitis,bacterial meningitis,EFO:1000831
obsolete Bacteroides infectious disease,Bacteroides infectious disease,EFO:1000832
Bacteroides infectious disease,Bacteroides infectious disease,EFO:1000832
balanitis,balanitis,EFO:1000833
balanitis,balanitis,EFO:1000833
Balanitis,balanitis,EFO:1000833
basophil adenoma,basophil adenoma,EFO:1000834
basophil adenoma,basophil adenoma,EFO:1000834
pituitary gland basophil adenoma,basophil adenoma,EFO:1000834
Pituitary Gland Basophil Adenoma,basophil adenoma,EFO:1000834
benign fibrous mesothelioma,benign fibrous mesothelioma,EFO:1000835
obsolete benign monoclonal gammopathy,benign monoclonal gammopathy,EFO:1000836
thiamine deficiency disease,beriberi,EFO:1000837
beriberi,beriberi,EFO:1000837
beriberi,beriberi,EFO:1000837
Vitamin B1 Deficiency,beriberi,EFO:1000837
bile reflux,bile reflux,EFO:1000838
bile reflux,bile reflux,EFO:1000838
bladder calculus,bladder calculus,EFO:1000839
bladder calculus,bladder calculus,EFO:1000839
bladder neck obstruction,bladder neck obstruction,EFO:1000840
bladder neck obstruction,bladder neck obstruction,EFO:1000840
blue nevus,blue nevus,EFO:1000841
blue nevus,blue nevus,EFO:1000841
Blue Nevus,blue nevus,EFO:1000841
obsolete Borrelia infectious disease,Borrelia infectious disease,EFO:1000842
Borrelia infectious disease,Borrelia infectious disease,EFO:1000842
brachial plexus neuritis,brachial plexus neuritis,EFO:1000843
brachial plexus neuritis,brachial plexus neuritis,EFO:1000843
Brachial Plexus Neuritis,brachial plexus neuritis,EFO:1000843
brachial plexus neuropathy,brachial plexus neuropathy,EFO:1000844
brachial plexus neuropathy,brachial plexus neuropathy,EFO:1000844
Brachial Plexopathy,brachial plexus neuropathy,EFO:1000844
brain edema,brain edema,EFO:1000845
brain edema,brain edema,EFO:1000845
obsolete brain hypoxia-Ischemia,brain hypoxia-Ischemia,EFO:1000846
brain stem infarction,brain stem infarction,EFO:1000847
brain stem infarction,brain stem infarction,EFO:1000847
breast cyst,breast cyst,EFO:1000848
bronchial benign neoplasm,bronchial neoplasm,EFO:1000849
Bronchiaal neoplasma,bronchial neoplasm,EFO:1000849
bronchial neoplasm,bronchial neoplasm,EFO:1000849
burning mouth syndrome,burning mouth syndrome,EFO:1000850
burning mouth syndrome,burning mouth syndrome,EFO:1000850
Burning Mouth Syndrome,burning mouth syndrome,EFO:1000850
byssinosis,byssinosis,EFO:1000851
byssinosis,byssinosis,EFO:1000851
Byssinosis,byssinosis,EFO:1000851
carcinoid syndrome,carcinoid syndrome,EFO:1000852
carcinoid syndrome,carcinoid syndrome,EFO:1000852
Carcinoid Syndrome,carcinoid syndrome,EFO:1000852
carotid artery thrombosis,carotid artery thrombosis,EFO:1000853
carotid artery thrombosis,carotid artery thrombosis,EFO:1000853
causalgia,causalgia,EFO:1000854
complex regional pain syndrome type 2,causalgia,EFO:1000854
Complex Regional Pain Syndrome II,causalgia,EFO:1000854
congenital myopathy 1A,central core myopathy,EFO:1000855
central core myopathy,central core myopathy,EFO:1000855
Central Core Disease,central core myopathy,EFO:1000855
central neurocytoma,central neurocytoma,EFO:1000856
central pontine myelinolysis,central pontine myelinolysis,EFO:1000857
central pontine myelinolysis,central pontine myelinolysis,EFO:1000857
Central Pontine Myelinolysis,central pontine myelinolysis,EFO:1000857
cerebellum cancer,cerebellum cancer,EFO:1000858
cerebral arterial disease,cerebral arterial disease,EFO:1000859
cerebral arterial disease,cerebral arterial disease,EFO:1000859
cerebral atherosclerosis,cerebral atherosclerosis,EFO:1000860
cerebral atherosclerosis,cerebral atherosclerosis,EFO:1000860
Cerebral Atherosclerosis,cerebral atherosclerosis,EFO:1000860
obsolete cervical rib syndrome,cervical rib syndrome,EFO:1000861
cervix erosion,cervix erosion,EFO:1000862
cervix erosion,cervix erosion,EFO:1000862
obsolete Chlamydophila infectious disease,Chlamydophila infectious disease,EFO:1000863
chlamydia infectious disease,Chlamydophila infectious disease,EFO:1000863
cholecystolithiasis,cholecystolithiasis,EFO:1000864
cholecystolithiasis,cholecystolithiasis,EFO:1000864
choledocholithiasis,choledocholithiasis,EFO:1000865
choledocholithiasis,choledocholithiasis,EFO:1000865
choroid cancer,choroid cancer,EFO:1000866
choroid cancer,choroid cancer,EFO:1000866
Malignant Choroid Neoplasm,choroid cancer,EFO:1000866
chromophobe adenoma,chromophobe adenoma,EFO:1000867
chromophobe adenoma,chromophobe adenoma,EFO:1000867
chromophobe adenoma,chromophobe adenoma,EFO:1000867
Pituitary Gland Chromophobe Adenoma,chromophobe adenoma,EFO:1000867
chronic inflammatory demyelinating polyradiculoneuropathy,chronic inflammatory demyelinating polyradiculoneuropathy,EFO:1000868
chronic inflammatory demyelinating polyradiculoneuropathy,chronic inflammatory demyelinating polyradiculoneuropathy,EFO:1000868
Chronic Inflammatory Demyelinating Polyneuropathy,chronic inflammatory demyelinating polyradiculoneuropathy,EFO:1000868
chronic interstitial cystitis,chronic interstitial cystitis,EFO:1000869
obsolete CNS demyelinating autoimmune disease,CNS demyelinating autoimmune disease,EFO:1000870
CNS demyelinating autoimmune disease,CNS demyelinating autoimmune disease,EFO:1000870
colonic pseudo-obstruction,colonic pseudo-obstruction,EFO:1000871
obsolete commensal Bacteroidaceae infectious disease,commensal Bacteroidaceae infectious disease,EFO:1000872
Bacteroidaceae infectious disease,commensal Bacteroidaceae infectious disease,EFO:1000872
obsolete commensal Bifidobacteriales infectious disease,commensal Bifidobacteriales infectious disease,EFO:1000873
Bifidobacteriales infectious disease,commensal Bifidobacteriales infectious disease,EFO:1000873
obsolete commensal Clostridium infectious disease,commensal Clostridium infectious disease,EFO:1000874
Clostridium infectious disease,commensal Clostridium infectious disease,EFO:1000874
obsolete commensal Desulfovibrionaceae infectious disease,commensal Desulfovibrionaceae infectious disease,EFO:1000875
Desulfovibrionaceae infectious disease,commensal Desulfovibrionaceae infectious disease,EFO:1000875
common bile duct neoplasm,common bile duct neoplasm,EFO:1000876
common bile duct neoplasm,common bile duct neoplasm,EFO:1000876
common bile duct neoplasm,common bile duct neoplasm,EFO:1000876
complex partial epilepsy,complex partial epilepsy,EFO:1000877
complex partial epilepsy,complex partial epilepsy,EFO:1000877
constrictive pericarditis,constrictive pericarditis,EFO:1000878
Constrictieve pericarditis,constrictive pericarditis,EFO:1000878
constrictive pericarditis,constrictive pericarditis,EFO:1000878
Constrictive Pericarditis,constrictive pericarditis,EFO:1000878
corneal edema,corneal edema,EFO:1000879
corneal edema,corneal edema,EFO:1000879
corneal neovascularization,corneal neovascularization,EFO:1000880
corneal neovascularization,corneal neovascularization,EFO:1000880
coronary aneurysm,coronary aneurysm,EFO:1000881
Aneurisma de arteria coronaria,coronary aneurysm,EFO:1000881
coronary aneurysm,coronary aneurysm,EFO:1000881
coronary stenosis,obsolete_coronary stenosis,EFO:1000882
coronary thrombosis,coronary thrombosis,EFO:1000883
coronary thrombosis,coronary thrombosis,EFO:1000883
cranial nerve malignant neoplasm,cranial nerve malignant neoplasm,EFO:1000884
malignant cranial nerve neoplasm,cranial nerve malignant neoplasm,EFO:1000884
Malignant Cranial Nerve Neoplasm,cranial nerve malignant neoplasm,EFO:1000884
cutaneous fibrous histiocytoma,cutaneous fibrous histiocytoma,EFO:1000885
cutaneous fibrous histiocytoma,cutaneous fibrous histiocytoma,EFO:1000885
cutaneous fibrous histiocytoma,cutaneous fibrous histiocytoma,EFO:1000885
Skin Fibrous Histiocytoma,cutaneous fibrous histiocytoma,EFO:1000885
cutaneous mastocytosis,cutaneous mastocytosis,EFO:1000886
cutaneous mastocytosis,cutaneous mastocytosis,EFO:1000886
Cutane mastocytose,cutaneous mastocytosis,EFO:1000886
cutaneous mastocytosis,cutaneous mastocytosis,EFO:1000886
Cutaneous Mastocytosis,cutaneous mastocytosis,EFO:1000886
obsolete cutaneous syphilis,cutaneous syphilis,EFO:1000887
cutaneous syphilis,cutaneous syphilis,EFO:1000887
cystic lymphangioma,cystic lymphangioma,EFO:1000888
cystic lymphangioma,cystic lymphangioma,EFO:1000888
cystic hygroma,cystic lymphangioma,EFO:1000888
Cystic Hygroma,cystic lymphangioma,EFO:1000888
"cystic, mucinous, and serous neoplasm","cystic, mucinous, and serous neoplasm",EFO:1000889
"cystic, mucinous, and serous neoplasm","cystic, mucinous, and serous neoplasm",EFO:1000889
Dandy-Walker syndrome,Dandy-Walker syndrome,EFO:1000890
Dandy-Walker syndrome,Dandy-Walker syndrome,EFO:1000890
Dandy-Walker Malformation,Dandy-Walker syndrome,EFO:1000890
De Quervain disease,De Quervain disease,EFO:1000891
de Quervain disease,De Quervain disease,EFO:1000891
dental fluorosis,dental fluorosis,EFO:1000892
dental fluorosis,dental fluorosis,EFO:1000892
Dental Fluorosis,dental fluorosis,EFO:1000892
denture stomatitis,denture stomatitis,EFO:1000893
denture stomatitis,denture stomatitis,EFO:1000893
dermoid cyst,dermoid cyst,EFO:1000894
desmoplastic small round cell tumor,desmoplastic small round cell tumor,EFO:1000895
desmoplastic small round cell tumor,desmoplastic small round cell tumor,EFO:1000895
desmoplastic small round cell tumor,desmoplastic small round cell tumor,EFO:1000895
Desmoplastic Small Round Cell Tumor,desmoplastic small round cell tumor,EFO:1000895
obsolete diabetic peripheral angiopathy,diabetic angiopathy,EFO:1000896
diabetic angiopathy,diabetic angiopathy,EFO:1000896
diabetic peripheral angiopathy,diabetic angiopathy,EFO:1000896
Diabetic Vascular Disorder,diabetic angiopathy,EFO:1000896
diabetic ketoacidosis,diabetic ketoacidosis,EFO:1000897
diabetic ketoacidosis,diabetic ketoacidosis,EFO:1000897
diaphragmatic eventration,diaphragmatic eventration,EFO:1000898
Brániční kýla,diaphragmatic eventration,EFO:1000898
diaphragmatic eventration,diaphragmatic eventration,EFO:1000898
Diaphragmatic Eventration,diaphragmatic eventration,EFO:1000898
diastolic heart failure,diastolic heart failure,EFO:1000899
diastolic heart failure,diastolic heart failure,EFO:1000899
discitis,discitis,EFO:1000900
infectious discitis,discitis,EFO:1000900
discrete subaortic stenosis,discrete subaortic stenosis,EFO:1000901
discrete subaortic stenosis,discrete subaortic stenosis,EFO:1000901
drug psychosis,drug psychosis,EFO:1000902
drug psychosis,drug psychosis,EFO:1000902
obsolete drug-induced akathisia,drug-induced akathisia,EFO:1000903
drug-induced akathisia,drug-induced akathisia,EFO:1000903
obsolete drug-Induced dyskinesia,drug-Induced dyskinesia,EFO:1000904
drug-induced dyskinesia,drug-Induced dyskinesia,EFO:1000904
drug-induced hepatitis,drug-induced hepatitis,EFO:1000905
dry eye syndrome,dry eye syndrome,EFO:1000906
keratoconjunctivitis sicca,dry eye syndrome,EFO:1000906
obsolete_keratoconjunctivitis sicca,dry eye syndrome,EFO:1000906
Göz kuruluğu,dry eye syndrome,EFO:1000906
dry eye syndrome,dry eye syndrome,EFO:1000906
Dry Eye Syndrome,dry eye syndrome,EFO:1000906
duodenal benign neoplasm,duodenal benign neoplasm,EFO:1000907
duodenal benign neoplasm,duodenal benign neoplasm,EFO:1000907
benign duodenal neoplasm,duodenal benign neoplasm,EFO:1000907
Benign Duodenal Neoplasm,duodenal benign neoplasm,EFO:1000907
duodenal obstruction,duodenal obstruction,EFO:1000908
duodenogastric reflux,duodenogastric reflux,EFO:1000909
duodenogastric reflux,duodenogastric reflux,EFO:1000909
obsolete dysplasia of cervix,dysplasia of cervix,EFO:1000910
dysplasia of cervix,dysplasia of cervix,EFO:1000910
obsolete dystocia,dystocia,EFO:1000911
dystocia,dystocia,EFO:1000911
eccrine acrospiroma,eccrine acrospiroma,EFO:1000912
eccrine acrospiroma,eccrine acrospiroma,EFO:1000912
Poroma,eccrine acrospiroma,EFO:1000912
Nodular Hidradenoma,eccrine acrospiroma,EFO:1000912
Ehrlich tumor carcinoma,ehrlich tumor carcinoma,EFO:1000913
ehrlich tumor carcinoma,ehrlich tumor carcinoma,EFO:1000913
Ehrlich tumor carcinoma,ehrlich tumor carcinoma,EFO:1000913
empty sella syndrome,empty sella syndrome,EFO:1000914
empty sella syndrome,empty sella syndrome,EFO:1000914
Empty Sella Syndrome,empty sella syndrome,EFO:1000914
encephalomalacia,encephalomalacia,EFO:1000915
encephalomalacia,encephalomalacia,EFO:1000915
Encephalomalacia,encephalomalacia,EFO:1000915
endemic goiter,endemic goiter,EFO:1000916
endemic goiter,endemic goiter,EFO:1000916
Endemic Goiter,endemic goiter,EFO:1000916
obsolete endocrine tuberculosis,endocrine tuberculosis,EFO:1000917
endocrine tuberculosis,endocrine tuberculosis,EFO:1000917
endolymphatic hydrops,endolymphatic hydrops,EFO:1000918
endolymphatic hydrops,endolymphatic hydrops,EFO:1000918
endometrial stromal sarcoma,endometrial stromal sarcoma,EFO:1000919
endometrial stromal sarcoma,endometrial stromal sarcoma,EFO:1000919
endometrioid stromal sarcoma,endometrial stromal sarcoma,EFO:1000919
Endometrioid Stromal Sarcoma,endometrial stromal sarcoma,EFO:1000919
endometrial stromal tumor,endometrial stromal tumor,EFO:1000920
endometrial stromal tumor,endometrial stromal tumor,EFO:1000920
endomyocardial fibrosis,endomyocardial fibrosis,EFO:1000921
endomyocardial fibrosis,endomyocardial fibrosis,EFO:1000921
Endomyocardial Fibrosis,endomyocardial fibrosis,EFO:1000921
obsolete enterotoxemia,enterotoxemia,EFO:1000922
enterotoxemia,enterotoxemia,EFO:1000922
epidural spinal canal neoplasm,epidural neoplasm,EFO:1000923
obsolete epilepsia partialis continua,epilepsia partialis continua,EFO:1000924
epilepsia partialis continua,epilepsia partialis continua,EFO:1000924
epithelioid and spindle cell nevus,epithelioid and spindle cell nevus,EFO:1000925
Mixed Epithelioid and Spindle Cell Melanoma,epithelioid and spindle cell nevus,EFO:1000925
Erdheim-Chester disease,Erdheim-Chester disease,EFO:1000926
Erdheim-Chester disease,Erdheim-Chester disease,EFO:1000926
Erdheim-Chester disease,Erdheim-Chester disease,EFO:1000926
Erdheim-Chester Disease,Erdheim-Chester disease,EFO:1000926
obsolete Erysipelothrix infectious disease,obsolete_Erysipelothrix infectious disease,EFO:1000927
erysipeloid,Erysipelothrix rhusiopathiae infectious disease,EFO:1000928
obsolete Erysipelothrix rhusiopathiae infectious disease,Erysipelothrix rhusiopathiae infectious disease,EFO:1000928
Erysipelothrix rhusiopathiae infectious disease,Erysipelothrix rhusiopathiae infectious disease,EFO:1000928
obsolete Escherichia coli meningitis,Escherichia coli meningitis,EFO:1000929
Escherichia coli meningitis,Escherichia coli meningitis,EFO:1000929
esophageal diverticulosis,esophageal diverticulosis,EFO:1000930
esophageal diverticulosis,esophageal diverticulosis,EFO:1000930
euthyroid sick syndrome,euthyroid sick syndrome,EFO:1000931
euthyroid sick syndrome,euthyroid sick syndrome,EFO:1000931
Sick Euthyroid Syndrome,euthyroid sick syndrome,EFO:1000931
extracutaneous mastocytoma,extracutaneous mastocytoma,EFO:1000932
extracutaneous mastocytoma,extracutaneous mastocytoma,EFO:1000932
extracutaneous mastocytoma,extracutaneous mastocytoma,EFO:1000932
