benchmark,alignment_id,our_query_id,our_source_original,our_source_normalized,t2t_source_id,t2t_source_original,t2t_source_normalized,our_gold_original,t2t_gold_original,normalized_gold,our_prediction,t2t_prediction,our_status,our_original_graph_relationship,t2t_original_published_classification,ours_recomputed_relationship,t2t_recomputed_relationship,alignment_status
OLS-EFO (full),OLS-EFO (full)::6337,6337,extracutaneous mastocytoma,extracutaneous mastocytoma,DOID:4659,extracutaneous mastocytoma,extracutaneous mastocytoma,EFO:1000932,EFO:1000932,EFO:1000932,EFO:1000932,EFO:1000932,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6338,6338,Extracutaneous Mastocytoma,Extracutaneous Mastocytoma,NCIT:C7136,Extracutaneous Mastocytoma,Extracutaneous Mastocytoma,EFO:1000932,EFO:1000932,EFO:1000932,EFO:1000932,EFO:1000932,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6339,6339,extrahepatic cholestasis,extrahepatic cholestasis,DOID:13619,extrahepatic cholestasis,extrahepatic cholestasis,EFO:1000933,EFO:1000933,EFO:1000933,EFO:1000933,EFO:1000933,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6340,6340,eyelid benign neoplasm,eyelid benign neoplasm,DOID:2173,eyelid benign neoplasm,eyelid benign neoplasm,EFO:1000934,EFO:1000934,EFO:1000934,MONDO:0021605,MONDO:0021605,mapped,More Specific,More Specific,More Specific,More Specific,matched
OLS-EFO (full),OLS-EFO (full)::6341,6341,eyelid neoplasm,eyelid neoplasm,MONDO:0002235,eyelid neoplasm,eyelid neoplasm,EFO:1000934,EFO:1000934,EFO:1000934,EFO:1000934,EFO:1000934,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6342,6342,Eyelid Neoplasm,Eyelid Neoplasm,NCIT:C3031,Eyelid Neoplasm,Eyelid Neoplasm,EFO:1000934,EFO:1000934,EFO:1000934,EFO:1000934,EFO:1000934,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6343,6343,obsolete female genital tuberculosis,obsolete female genital tuberculosis,DOID:13175,obsolete female genital tuberculosis,obsolete female genital tuberculosis,EFO:1000935,EFO:1000935,EFO:1000935,EFO:1000935,EFO:1000935,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6344,6344,female genital tuberculosis,female genital tuberculosis,MONDO:0006758,female genital tuberculosis,female genital tuberculosis,EFO:1000935,EFO:1000935,EFO:1000935,EFO:1000935,EFO:1000935,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6345,6345,femoral neuropathy,femoral neuropathy,DOID:4196,femoral neuropathy,femoral neuropathy,EFO:1000936,EFO:1000936,EFO:1000936,EFO:1000936,EFO:1000936,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6346,6346,Femoral Neuropathy,Femoral Neuropathy,NCIT:C27595,Femoral Neuropathy,Femoral Neuropathy,EFO:1000936,EFO:1000936,EFO:1000936,EFO:1000936,EFO:1000936,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6347,6347,fetal erythroblastosis,fetal erythroblastosis,DOID:1098,fetal erythroblastosis,fetal erythroblastosis,EFO:1000937,EFO:1000937,EFO:1000937,EFO:1000937,EFO:1000937,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6348,6348,Hemolytic Disease of the Newborn,Hemolytic Disease of the Newborn,NCIT:C101304,Hemolytic Disease of the Newborn,Hemolytic Disease of the Newborn,EFO:1000937,EFO:1000937,EFO:1000937,EFO:1000937,EFO:1000937,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6349,6349,obsolete fibromuscular dysplasia,obsolete fibromuscular dysplasia,DOID:2389,obsolete fibromuscular dysplasia,obsolete fibromuscular dysplasia,EFO:1000938,EFO:1000938,EFO:1000938,EFO:1000938,EFO:1000938,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6350,6350,fibromuscular dysplasia,fibromuscular dysplasia,MONDO:0006761,fibromuscular dysplasia,fibromuscular dysplasia,EFO:1000938,EFO:1000938,EFO:1000938,EFO:1000938,EFO:1000938,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6351,6351,Fibromuscular Dysplasia,Fibromuscular Dysplasia,NCIT:C84714,Fibromuscular Dysplasia,Fibromuscular Dysplasia,EFO:1000938,EFO:1000938,EFO:1000938,EFO:1000938,EFO:1000938,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6352,6352,freemartinism,freemartinism,DOID:4671,freemartinism,freemartinism,EFO:1000939,EFO:1000939,EFO:1000939,EFO:1000939,EFO:1000939,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6353,6353,Frey syndrome,Frey syndrome,DOID:11599,Frey syndrome,Frey syndrome,EFO:1000940,EFO:1000940,EFO:1000940,EFO:1000940,EFO:1000940,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6354,6354,frozen shoulder,frozen shoulder,DOID:14188,frozen shoulder,frozen shoulder,EFO:1000941,EFO:1000941,EFO:1000941,EFO:1000941,EFO:1000941,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6355,6355,fungal meningitis,fungal meningitis,DOID:11608,fungal meningitis,fungal meningitis,EFO:1000942,EFO:1000942,EFO:1000942,EFO:1000942,EFO:1000942,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6356,6356,obsolete Fusobacterium infectious disease,obsolete Fusobacterium infectious disease,DOID:3758,obsolete Fusobacterium infectious disease,obsolete Fusobacterium infectious disease,EFO:1000943,EFO:1000943,EFO:1000943,EFO:1000943,EFO:1000943,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6357,6357,Fusobacterium infectious disease,Fusobacterium infectious disease,MONDO:0006765,Fusobacterium infectious disease,Fusobacterium infectious disease,EFO:1000943,EFO:1000943,EFO:1000943,EFO:1000943,EFO:1000943,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6358,6358,gait apraxia,gait apraxia,DOID:4260,gait apraxia,gait apraxia,EFO:1000944,EFO:1000944,EFO:1000944,EFO:1000944,EFO:1000944,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6359,6359,gastric antral vascular ectasia,gastric antral vascular ectasia,DOID:2493,gastric antral vascular ectasia,gastric antral vascular ectasia,EFO:1000945,EFO:1000945,EFO:1000945,EFO:1000945,EFO:1000945,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6360,6360,Gastric Antral Vascular Ectasia,Gastric Antral Vascular Ectasia,NCIT:C84724,Gastric Antral Vascular Ectasia,Gastric Antral Vascular Ectasia,EFO:1000945,EFO:1000945,EFO:1000945,EFO:1000945,EFO:1000945,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6361,6361,gastric mucosal hypertrophy,gastric mucosal hypertrophy,DOID:8757,gastric mucosal hypertrophy,gastric mucosal hypertrophy,EFO:1000946,EFO:1000946,EFO:1000946,EFO:1000946,EFO:1000946,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6362,6362,Giant Hypertrophic Gastritis,Giant Hypertrophic Gastritis,NCIT:C67277,Giant Hypertrophic Gastritis,Giant Hypertrophic Gastritis,EFO:1000946,EFO:1000946,EFO:1000946,EFO:1000946,EFO:1000946,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6363,6363,gastroparesis,gastroparesis,DOID:11914,gastroparesis,gastroparesis,EFO:1000948,EFO:1000948,EFO:1000948,EFO:1000948,EFO:1000948,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6364,6364,Gastroparese,Gastroparese,HP:0002578,Gastroparese,Gastroparese,EFO:1000948,EFO:1000948,EFO:1000948,EFO:1000948,EFO:1000948,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6365,6365,gastroschisis,gastroschisis,DOID:11044,gastroschisis,gastroschisis,EFO:1000949,EFO:1000949,EFO:1000949,EFO:1000949,EFO:1000949,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6366,6366,Gastroschisis,Gastroschisis,NCIT:C84725,Gastroschisis,Gastroschisis,EFO:1000949,EFO:1000949,EFO:1000949,EFO:1000949,EFO:1000949,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6367,6367,giant cell reparative granuloma,giant cell reparative granuloma,DOID:1866,giant cell reparative granuloma,giant cell reparative granuloma,EFO:1000950,EFO:1000950,EFO:1000950,EFO:1000950,EFO:1000950,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6368,6368,Giant Cell Lesion of Small Bones,Giant Cell Lesion of Small Bones,NCIT:C121893,Giant Cell Lesion of Small Bones,Giant Cell Lesion of Small Bones,EFO:1000950,EFO:1000950,EFO:1000950,EFO:1000950,EFO:1000950,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6369,6369,glossitis,glossitis,DOID:1456,glossitis,glossitis,EFO:1000951,EFO:1000951,EFO:1000951,EFO:1000951,EFO:1000951,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6370,6370,glycogen storage disease VIII,glycogen storage disease VIII,DOID:2751,glycogen storage disease VIII,glycogen storage disease VIII,EFO:1000952,EFO:1000952,EFO:1000952,EFO:1000952,MONDO:0010598,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::6371,6371,gonadal tissue neoplasm,gonadal tissue neoplasm,EFO:1000953,gonadal tissue neoplasm,gonadal tissue neoplasm,EFO:1000953,EFO:1000953,EFO:1000953,EFO:1000953,EFO:1000953,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6372,6372,obsolete habitual abortion,obsolete habitual abortion,DOID:11946,obsolete habitual abortion,obsolete habitual abortion,EFO:1000954,EFO:1000954,EFO:1000954,EFO:1000954,EFO:1000954,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6373,6373,habitual spontaneous abortion,habitual spontaneous abortion,MONDO:0006774,habitual spontaneous abortion,habitual spontaneous abortion,EFO:1000954,EFO:1000954,EFO:1000954,EFO:1000954,EFO:1000954,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6374,6374,haemophilus meningitis,haemophilus meningitis,DOID:0080179,haemophilus meningitis,haemophilus meningitis,EFO:1000955,EFO:1000955,EFO:1000955,EFO:1000955,EFO:1000955,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6375,6375,obsolete Haemophilus influenzae meningitis,obsolete Haemophilus influenzae meningitis,DOID:10803,obsolete Haemophilus influenzae meningitis,obsolete Haemophilus influenzae meningitis,EFO:1000955,EFO:1000955,EFO:1000955,EFO:1000955,EFO:1000955,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6376,6376,hairy cell leukemia,hairy cell leukemia,DOID:285,hairy cell leukemia,hairy cell leukemia,EFO:1000956,EFO:1000956,EFO:1000956,EFO:1000956,EFO:1000956,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6377,6377,Hairy Cell Leukemia,Hairy Cell Leukemia,NCIT:C7402,Hairy Cell Leukemia,Hairy Cell Leukemia,EFO:1000956,EFO:1000956,EFO:1000956,EFO:1000956,EFO:1000956,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6378,6378,hairy tongue,hairy tongue,DOID:13500,hairy tongue,hairy tongue,EFO:1000957,EFO:1000957,EFO:1000957,EFO:1000957,EFO:1000957,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6379,6379,Hairy Tongue,Hairy Tongue,NCIT:C35075,Hairy Tongue,Hairy Tongue,EFO:1000957,EFO:1000957,EFO:1000957,EFO:1000957,EFO:1000957,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6380,6380,halo nevus,halo nevus,EFO:1000958,halo nevus,halo nevus,EFO:1000958,EFO:1000958,EFO:1000958,EFO:1000958,EFO:1000958,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6381,6381,Halo Nevus,Halo Nevus,NCIT:C7602,Halo Nevus,Halo Nevus,EFO:1000958,EFO:1000958,EFO:1000958,EFO:1000958,EFO:1000958,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6382,6382,heart aneurysm,heart aneurysm,DOID:9768,heart aneurysm,heart aneurysm,EFO:1000959,EFO:1000959,EFO:1000959,EFO:1000959,EFO:1000959,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6383,6383,obsolete heartwater disease,obsolete heartwater disease,DOID:14090,obsolete heartwater disease,obsolete heartwater disease,EFO:1000960,EFO:1000960,EFO:1000960,EFO:1000960,EFO:1000960,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6384,6384,obsolete Helicobacter pylori infectious disease,obsolete Helicobacter pylori infectious disease,DOID:3686,obsolete Helicobacter pylori infectious disease,obsolete Helicobacter pylori infectious disease,EFO:1000961,EFO:1000961,EFO:1000961,EFO:1000961,EFO:1000961,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6385,6385,Helicobacter pylori infectious disease,Helicobacter pylori infectious disease,MONDO:0006781,Helicobacter pylori infectious disease,Helicobacter pylori infectious disease,EFO:1000961,EFO:1000961,EFO:1000961,EFO:1000961,EFO:1000961,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6386,6386,hemometra,hemometra,DOID:9958,hemometra,hemometra,EFO:1000962,EFO:1000962,EFO:1000962,EFO:1000962,EFO:1000962,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6387,6387,hemopneumothorax,hemopneumothorax,DOID:2718,hemopneumothorax,hemopneumothorax,EFO:1000963,EFO:1000963,EFO:1000963,EFO:1000963,EFO:1000963,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6388,6388,obsolete hemorrhagic disease of newborn,obsolete hemorrhagic disease of newborn,DOID:11248,obsolete hemorrhagic disease of newborn,obsolete hemorrhagic disease of newborn,EFO:1000964,EFO:1000964,EFO:1000964,EFO:1000964,EFO:1000964,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6389,6389,hemorrhagic disease of newborn,hemorrhagic disease of newborn,MONDO:0006784,hemorrhagic disease of newborn,hemorrhagic disease of newborn,EFO:1000964,EFO:1000964,EFO:1000964,EFO:1000964,EFO:1000964,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6390,6390,Hemorrhagic Disease of Newborn,Hemorrhagic Disease of Newborn,NCIT:C111857,Hemorrhagic Disease of Newborn,Hemorrhagic Disease of Newborn,EFO:1000964,EFO:1000964,EFO:1000964,EFO:1000964,EFO:1000964,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6391,6391,Henoch-Schoenlein purpura,Henoch-Schoenlein purpura,DOID:11123,Henoch-Schoenlein purpura,Henoch-Schoenlein purpura,EFO:1000965,EFO:1000965,EFO:1000965,EFO:1000965,EFO:1000965,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6392,6392,Budd-Chiari syndrome,Budd-Chiari syndrome,DOID:11512,Budd-Chiari syndrome,Budd-Chiari syndrome,EFO:1000966,EFO:1000966,EFO:1000966,EFO:1000966,EFO:1000966,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6393,6393,hepatic vein thrombosis,hepatic vein thrombosis,MONDO:0006786,hepatic vein thrombosis,hepatic vein thrombosis,EFO:1000966,EFO:1000966,EFO:1000966,EFO:1000966,EFO:1000966,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6394,6394,hidrocystoma,hidrocystoma,DOID:3893,hidrocystoma,hidrocystoma,EFO:1000967,EFO:1000967,EFO:1000967,EFO:1000967,EFO:1000967,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6395,6395,Hidrocystoma,Hidrocystoma,NCIT:C3760,Hidrocystoma,Hidrocystoma,EFO:1000967,EFO:1000967,EFO:1000967,EFO:1000967,EFO:1000967,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6396,6396,hydrophthalmos,hydrophthalmos,DOID:11212,hydrophthalmos,hydrophthalmos,EFO:1000968,EFO:1000968,EFO:1000968,EFO:1000968,EFO:1000968,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6397,6397,obsolete hyperamylasemia,obsolete hyperamylasemia,DOID:14215,obsolete hyperamylasemia,obsolete hyperamylasemia,EFO:1000969,EFO:1000969,EFO:1000969,EFO:1000969,EFO:1000969,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6398,6398,hyperamylasemia,hyperamylasemia,MONDO:0006789,hyperamylasemia,hyperamylasemia,EFO:1000969,EFO:1000969,EFO:1000969,EFO:1000969,EFO:1000969,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6399,6399,hypercementosis,hypercementosis,DOID:12733,hypercementosis,hypercementosis,EFO:1000970,EFO:1000970,EFO:1000970,EFO:1000970,EFO:1000970,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6400,6400,obsolete hyperemesis gravidarum,obsolete hyperemesis gravidarum,DOID:9357,obsolete hyperemesis gravidarum,obsolete hyperemesis gravidarum,EFO:1000971,EFO:1000971,EFO:1000971,EFO:1000971,EFO:1000971,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6401,6401,Hiperemesis gravídica,Hiperemesis gravídica,HP:0012188,Hiperemesis gravídica,Hiperemesis gravídica,EFO:1000971,EFO:1000971,EFO:1000971,EFO:1000971,EFO:1000971,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6402,6402,hyperemesis gravidarum,hyperemesis gravidarum,MONDO:0006791,hyperemesis gravidarum,hyperemesis gravidarum,EFO:1000971,EFO:1000971,EFO:1000971,EFO:1000971,EFO:1000971,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6403,6403,hyperglobulinemic purpura,hyperglobulinemic purpura,DOID:3325,hyperglobulinemic purpura,hyperglobulinemic purpura,EFO:1000972,EFO:1000972,EFO:1000972,EFO:1000972,EFO:1000972,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6404,6404,hyperpituitarism,hyperpituitarism,DOID:2444,hyperpituitarism,hyperpituitarism,EFO:1000973,EFO:1000973,EFO:1000973,EFO:1000973,EFO:1000973,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6405,6405,hypersensitivity vasculitis,hypersensitivity vasculitis,DOID:9809,hypersensitivity vasculitis,hypersensitivity vasculitis,EFO:1000974,EFO:1000974,EFO:1000974,EFO:1000974,EFO:1000974,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6406,6406,Leukocytoclastic Vasculitis,Leukocytoclastic Vasculitis,NCIT:C82863,Leukocytoclastic Vasculitis,Leukocytoclastic Vasculitis,EFO:1000974,EFO:1000974,EFO:1000974,EFO:1000974,EFO:1000974,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6407,6407,hypersplenism,hypersplenism,DOID:6376,hypersplenism,hypersplenism,EFO:1000975,EFO:1000975,EFO:1000975,EFO:1000975,EFO:1000975,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6408,6408,Hiperesplenismo,Hiperesplenismo,HP:0001971,Hiperesplenismo,Hiperesplenismo,EFO:1000975,EFO:1000975,EFO:1000975,EFO:1000975,EFO:1000975,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6409,6409,Hypersplenism,Hypersplenism,NCIT:C34714,Hypersplenism,Hypersplenism,EFO:1000975,EFO:1000975,EFO:1000975,EFO:1000975,EFO:1000975,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6410,6410,hypertensive encephalopathy,hypertensive encephalopathy,DOID:9427,hypertensive encephalopathy,hypertensive encephalopathy,EFO:1000976,EFO:1000976,EFO:1000976,EFO:1000976,EFO:1000976,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6411,6411,Hypertensive Encephalopathy,Hypertensive Encephalopathy,NCIT:C3503,Hypertensive Encephalopathy,Hypertensive Encephalopathy,EFO:1000976,EFO:1000976,EFO:1000976,EFO:1000976,EFO:1000976,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6412,6412,hypertensive retinopathy,hypertensive retinopathy,DOID:11561,hypertensive retinopathy,hypertensive retinopathy,EFO:1000977,EFO:1000977,EFO:1000977,EFO:1000977,EFO:1000977,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6413,6413,Hypertensive Retinopathy,Hypertensive Retinopathy,NCIT:C3514,Hypertensive Retinopathy,Hypertensive Retinopathy,EFO:1000977,EFO:1000977,EFO:1000977,EFO:1000977,EFO:1000977,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6414,6414,hypervitaminosis A,hypervitaminosis A,DOID:9972,hypervitaminosis A,hypervitaminosis A,EFO:1000978,EFO:1000978,EFO:1000978,EFO:1000978,EFO:1000978,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6415,6415,hypothalamic neoplasm,hypothalamic neoplasm,DOID:3644,hypothalamic neoplasm,hypothalamic neoplasm,EFO:1000979,EFO:1000979,EFO:1000979,EFO:1000979,EFO:1000979,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6416,6416,Hypothalamic Neoplasm,Hypothalamic Neoplasm,NCIT:C3129,Hypothalamic Neoplasm,Hypothalamic Neoplasm,EFO:1000979,EFO:1000979,EFO:1000979,EFO:1000979,EFO:1000979,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6417,6417,ideomotor apraxia,ideomotor apraxia,DOID:4627,ideomotor apraxia,ideomotor apraxia,EFO:1000980,EFO:1000980,EFO:1000980,EFO:1000980,EFO:1000980,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6418,6418,benign ileal neoplasm,benign ileal neoplasm,DOID:10156,benign ileal neoplasm,benign ileal neoplasm,EFO:1000981,EFO:1000981,EFO:1000981,EFO:1000981,EFO:0002422,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::6419,6419,ileal neoplasm,ileal neoplasm,EFO:1000981,ileal neoplasm,ileal neoplasm,EFO:1000981,EFO:1000981,EFO:1000981,EFO:1000981,EFO:1000981,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6420,6420,Ileal Neoplasm,Ileal Neoplasm,NCIT:C3130,Ileal Neoplasm,Ileal Neoplasm,EFO:1000981,EFO:1000981,EFO:1000981,EFO:1000981,EFO:1000981,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6421,6421,inappropriate ADH syndrome,inappropriate ADH syndrome,DOID:3401,inappropriate ADH syndrome,inappropriate ADH syndrome,EFO:1000982,EFO:1000982,EFO:1000982,EFO:1000982,EFO:1000982,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6422,6422,Syndrome of Inappropriate Antidiuretic Hormone Secretion,Syndrome of Inappropriate Antidiuretic Hormone Secretion,NCIT:C3988,Syndrome of Inappropriate Antidiuretic Hormone Secretion,Syndrome of Inappropriate Antidiuretic Hormone Secretion,EFO:1000982,EFO:1000982,EFO:1000982,EFO:1000982,EFO:1000982,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6423,6423,inferior myocardial infarction,inferior myocardial infarction,DOID:5850,inferior myocardial infarction,inferior myocardial infarction,EFO:1000983,EFO:1000983,EFO:1000983,EFO:1000983,EFO:1000983,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6424,6424,inflammatory breast carcinoma,inflammatory breast carcinoma,DOID:6263,inflammatory breast carcinoma,inflammatory breast carcinoma,EFO:1000984,EFO:1000984,EFO:1000984,EFO:1000984,EFO:1000984,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6425,6425,Breast Inflammatory Carcinoma,Breast Inflammatory Carcinoma,NCIT:C4001,Breast Inflammatory Carcinoma,Breast Inflammatory Carcinoma,EFO:1000984,EFO:1000984,EFO:1000984,EFO:1000984,EFO:1000984,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6426,6426,intermediate coronary syndrome,intermediate coronary syndrome,DOID:8805,intermediate coronary syndrome,intermediate coronary syndrome,EFO:1000985,EFO:1000985,EFO:1000985,EFO:1000985,EFO:1000985,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6427,6427,intermediate uveitis,intermediate uveitis,DOID:12732,intermediate uveitis,intermediate uveitis,EFO:1000986,EFO:1000986,EFO:1000986,EFO:1000986,EFO:1000986,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6428,6428,Intermediaire uveïtis,Intermediaire uveïtis,HP:0012124,Intermediaire uveïtis,Intermediaire uveïtis,EFO:1000986,EFO:1000986,EFO:1000986,EFO:1000986,EFO:1000986,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6429,6429,Intermediate Uveitis,Intermediate Uveitis,NCIT:C35110,Intermediate Uveitis,Intermediate Uveitis,EFO:1000986,EFO:1000986,EFO:1000986,EFO:1000986,EFO:1000986,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6430,6430,intestinal perforation,intestinal perforation,DOID:2074,intestinal perforation,intestinal perforation,EFO:1000987,EFO:1000987,EFO:1000987,EFO:1000987,EFO:1000987,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6431,6431,Intestinal Perforation,Intestinal Perforation,NCIT:C39611,Intestinal Perforation,Intestinal Perforation,EFO:1000987,EFO:1000987,EFO:1000987,EFO:1000987,EFO:1000987,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6432,6432,obsolete intestinal pseudo-obstruction,obsolete intestinal pseudo-obstruction,DOID:3878,obsolete intestinal pseudo-obstruction,obsolete intestinal pseudo-obstruction,EFO:1000988,EFO:1000988,EFO:1000988,EFO:1000988,MONDO:0004565,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::6433,6433,intestinal volvulus,intestinal volvulus,DOID:8445,intestinal volvulus,intestinal volvulus,EFO:1000989,EFO:1000989,EFO:1000989,EFO:1000989,EFO:1000989,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6434,6434,intracranial arterial disease,intracranial arterial disease,DOID:13089,intracranial arterial disease,intracranial arterial disease,EFO:1000990,EFO:1000990,EFO:1000990,EFO:1000990,EFO:1000990,mapped,Same,Same,Same,Same,matched
